Name,Platform,Publisher,Genre,Metascore,User_Score,Release_Year
Sammy Sosa High Heat Baseball 2001,PS,3DO,Sports,,,2000
Skylanders SWAP Force,WiiU,Activision,Platform,89,6,2013
Terminator 3: Rise of the Machines,PS2,Atari,Action,38,6.3,2003
Guitar Hero: Smash Hits,Wii,Activision,Misc,74,7.7,2009
Tom Clancy's HAWX,X360,Ubisoft,Action,73,7.3,2009
Alice: Madness Returns,PS3,Electronic Arts,Adventure,70,7.9,2011
Shin Megami Tensei IV,3DS,Atlus,Role-Playing,83,8.3,2013
NBA 2K7,X360,Take-Two Interactive,Sports,84,7.8,2006
International Superstar Soccer '98,N64,Konami Digital Entertainment,Sports,,,1998
FIFA: Road to World Cup 98,N64,Electronic Arts,Sports,,,1997
World Cup 98,N64,Electronic Arts,Sports,,,1998
NHL 12,PS3,Electronic Arts,Sports,86,7.5,2011
NASCAR: Dirt to Daytona,PS2,Unknown,Racing,84,8.8,
Unreal Tournament,PS2,Infogrames,Shooter,77,6.8,2000
Digimon World 2,PS,Namco Bandai Games,Role-Playing,42,7.6,2000
Tales of Phantasia,PS,Namco Bandai Games,Role-Playing,,,1998
Prince of Persia: The Two Thrones,XB,Ubisoft,Action,85,8.4,2005
Xenosaga Episode II: Jenseits von Gut und BÃƒÂ¶se,PS2,Sony Computer Entertainment,Role-Playing,,,2004
Gex: Enter the Gecko,PS,BMG Interactive Entertainment,Platform,,,1998
Shrek 2: Beg for Mercy,GBA,Activision,Adventure,,,2004
FIFA Soccer 10,DS,Electronic Arts,Sports,,7.6,2009
JoJo's Bizarre Adventure: All Star Battle,PS3,Namco Bandai Games,Fighting,71,8.3,2013
Contra: Shattered Soldier,PS2,Konami Digital Entertainment,Shooter,78,6.6,2002
Championship Motocross featuring Ricky Carmichael,PS,THQ,Racing,,,1998
Dragon Ball Z: Chou Saiya Densetsu,SNES,Namco Bandai Games,Role-Playing,,,1992
Final Fantasy: The 4 Heroes of Light,DS,Square Enix,Role-Playing,71,7.1,2009
Rayman Legends,PS3,Ubisoft,Platform,91,8.7,2013
Fire Emblem: Seisen no Keifu,SNES,Nintendo,Strategy,,,1996
FIFA Soccer,PSV,Electronic Arts,Sports,79,7.2,2012
Tenchu 2: Birth of the Stealth Assassins,PS,Activision,Action,77,8.7,2000
Tony Hawk's Pro Skater 4,GC,Activision,Sports,91,8.6,2002
Go Diego Go! Great Dinosaur Rescue,Wii,Take-Two Interactive,Action,,,2008
Naruto: Uzumaki Chronicles 2,PS2,Namco Bandai Games,Action,52,6.9,2006
NHL 06,PS2,Electronic Arts,Sports,78,8.5,2005
Parasite Eve II,PS,SquareSoft,Role-Playing,79,9,1999
NFL Blitz 2000,N64,Midway Games,Sports,,,1999
Skate it,Wii,Electronic Arts,Sports,70,8.4,2008
Pro Evolution Soccer 2015,PS3,Konami Digital Entertainment,Sports,,7.8,2014
London 2012: The Official Video Game of the Olympic Games,X360,Sega,Sports,,,2012
Madden NFL 2002,XB,Unknown,Sports,90,8.1,
NCAA Football 10,PS2,Electronic Arts,Sports,,,2009
Phineas and Ferb: Across the 2nd Dimension,Wii,Disney Interactive Studios,Action,76,8.3,2011
Theme Park,PS,Electronic Arts,Simulation,,,1994
Far Cry Instincts,XB,Ubisoft,Shooter,85,5.7,2005
Hasbro Family Game Night,PS2,Electronic Arts,Puzzle,,,2008
Tony Hawk's Pro Skater 4,GBA,Activision,Sports,85,8.8,2002
ATV Offroad Fury: Blazin' Trails,PSP,SouthPeak Games,Racing,63,7.8,2005
Tales of the Abyss,PS2,Namco Bandai Games,Role-Playing,78,8.4,2005
Payday 2,X360,505 Games,Shooter,75,6.3,2013
Mobile Suit Gundam: Giren no Yabou- Zeon no Keifu,PS,Namco Bandai Games,Strategy,,,2000
Blacksite: Area 51,X360,Midway Games,Shooter,62,6.1,2007
Spyro Orange: The Cortex Conspiracy,GBA,Vivendi Games,Action,60,7,2004
XCOM: Enemy Unknown,PS3,Take-Two Interactive,Strategy,89,8.2,2012
Petz Dogz 2,Wii,Ubisoft,Simulation,,,2007
Beyond The Beyond,PS,Sony Computer Entertainment,Role-Playing,,,1995
Ben 10: Alien Force,PS2,Koch Media,Action,,5.3,2008
Skylanders: Spyro's Adventure,3DS,Activision,Action,82,4.9,2011
Cabela's Dangerous Hunts 2011,Wii,Activision,Sports,,,2010
The Sims 3: World Adventures,PC,Electronic Arts,Simulation,81,8,2009
Madden NFL 06,GC,Electronic Arts,Sports,86,8.5,2005
Mega Man Star Force 2: Zerker x Ninja / Saurian,DS,Capcom,Action,,,2007
Titanfall 2,XOne,Electronic Arts,Shooter,87,8,2016
BlazBlue: Calamity Trigger,PS3,PQube,Fighting,87,8.4,2009
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",Wii,Activision,Action,,,2007
Iron Man,X360,Sega,Action,45,5.9,2008
Naruto: Ultimate Ninja 2,PS2,Namco Bandai Games,Fighting,73,7.9,2004
The Mysterious Murasame Castle,NES,Nintendo,Action,,,1986
NBA Hangtime,N64,GT Interactive,Sports,,,1997
NHL 10,PS3,Electronic Arts,Sports,88,7.9,2009
Zumba Fitness,PS3,505 Games,Sports,,3.8,2010
Rock Band 3,PS3,MTV Games,Misc,91,8,2010
Blood Wake,XB,Microsoft Game Studios,Shooter,71,7.5,2001
Dynasty Warriors 5: Xtreme Legends,PS2,Tecmo Koei,Action,57,9.1,2005
Rapala: We Fish,Wii,Activision,Sports,,,2009
Harvest Moon: Sunshine Islands,DS,Rising Star Games,Simulation,,,2008
WWE 2K15,XOne,Take-Two Interactive,Sports,56,5.7,2014
Jampack Summer 2002,PS2,Sony Computer Entertainment,Misc,,,2002
FIFA World Cup Germany 2006,PS2,Electronic Arts,Sports,77,8.1,2006
Wreckless: ThE YaKuza MisSiOns,XB,Activision,Racing,74,5.2,2002
Super Bomberman,SNES,Hudson Soft,Puzzle,,,1992
Defiance,X360,Trion Worlds,Shooter,60,7.2,2013
Disgaea 4: A Promise Unforgotten,PS3,Nippon Ichi Software,Role-Playing,80,7.8,2011
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,DS,THQ,Action,,6,2008
SpongeBob SquarePants: Battle for Bikini Bottom,XB,THQ,Platform,70,8.9,2003
Doom 3 BFG Edition,PS3,Bethesda Softworks,Shooter,67,6.4,2012
SD Gundam G Generation Neo,PS2,Namco Bandai Games,Strategy,,,2002
Spider-Man 3,X360,Activision,Platform,63,7,2007
Pro Evolution Soccer 2012,PSP,Konami Digital Entertainment,Action,74,6.3,2011
The Conduit,Wii,Sega,Shooter,69,8.2,2009
Trivial Pursuit,Wii,Electronic Arts,Misc,67,,2009
Just Dance 2016,WiiU,Ubisoft,Misc,73,6.9,2015
Disney Universe,X360,Disney Interactive Studios,Action,66,5.3,2011
RalliSport Challenge,XB,Microsoft Game Studios,Racing,87,8.3,2002
Resident Evil Outbreak File #2,PS2,Capcom,Action,58,7.7,2004
Top Spin 3,PS3,Take-Two Interactive,Action,75,7.5,2008
Bob the Builder: Can We Fix It?,PS,THQ,Action,,,2000
XIII,PS2,Ubisoft,Shooter,73,8.6,2003
Tomb Raider: Anniversary,PSP,Eidos Interactive,Action,78,8.2,2007
Bratz 4 Real,DS,THQ,Adventure,,,2007
Rune Factory 4,3DS,Xseed Games,Role-Playing,78,8.1,2012
3D Dot Game Heroes,PS3,SouthPeak Games,Role-Playing,77,8,2009
Up,Wii,THQ,Action,62,8,2009
Breath of Fire IV,PS,Capcom,Role-Playing,83,8.9,2000
Tales of Zestiria,PS3,Namco Bandai Games,Role-Playing,,8,2015
True Crime: Streets of LA,GC,Activision,Action,77,7.3,2003
Odin Sphere,PS2,Square Enix,Role-Playing,83,8.6,2007
Petz Wild Animals: Tigerz,DS,Ubisoft,Simulation,,,2008
The Incredible Hulk,GBA,Universal Interactive,Action,,,2003
Ms. Pac-Man Maze Madness,GBA,Zoo Digital Publishing,Puzzle,,,2004
Xenoblade Chronicles,3DS,Nintendo,Role-Playing,,,2015
Titanfall,PC,Electronic Arts,Shooter,86,6.2,2014
Arena Football,PS2,Electronic Arts,Sports,66,8.6,2006
The Lord of the Rings: The Return of the King,GBA,Electronic Arts,Action,77,8.2,2003
NHL Hitz 20-02,PS2,Midway Games,Sports,78,7.6,2001
The Legend of Spyro: Dawn of the Dragon,Wii,Vivendi Games,Platform,64,6.5,2008
Classic NES Series: Dr. Mario,GBA,Nintendo,Puzzle,66,7.5,2004
The Sims: Bustin' Out,XB,Electronic Arts,Simulation,81,8.9,2003
NCAA March Madness 07,PS2,Electronic Arts,Sports,63,8.6,2007
"Monsters, Inc. Scream Team",PS,Sony Computer Entertainment,Platform,65,6.9,2001
"Warhammer 40,000: Space Marine",X360,THQ,Shooter,76,7.8,2011
Harry Potter Collection,PS2,Electronic Arts,Misc,,,2006
Top Spin 3,X360,Take-Two Interactive,Action,78,7.6,2008
Yu-Gi-Oh! World Championship Tournament 2004,GBA,Konami Digital Entertainment,Misc,,,2004
Cabela's Big Game Hunter 2005 Adventures,PS2,Activision,Sports,55,8.4,2004
LEGO Rock Band,X360,Warner Bros. Interactive Entertainment,Misc,71,7.2,2009
Knockout Kings 2001,PS2,Electronic Arts,Fighting,81,,2001
Army Men: Sarge's Heroes,PS,3DO,Action,,,1999
Petz Dogz 2,PS2,Ubisoft,Simulation,,,2007
Battlefield 2: Modern Combat,XB,Electronic Arts,Shooter,80,8.2,2005
Tom Clancy's HAWX,PS3,Ubisoft,Action,74,8.1,2009
All-Star Baseball 2002,PS2,Acclaim Entertainment,Sports,77,7.6,2001
Backyard NFL Football,GBA,Infogrames,Sports,,,2002
Minecraft: Story Mode,XOne,Mojang,Adventure,,,2015
Jillian Michaels Fitness Ultimatum 2010,Wii,Majesco Entertainment,Sports,,,2009
Need for Speed: Most Wanted,GC,Electronic Arts,Racing,80,9.1,2005
NASCAR Rumble,PS,Electronic Arts,Racing,,,2000
Bolt,Wii,Disney Interactive Studios,Adventure,50,5.8,2008
WWE Raw 2,XB,THQ,Fighting,68,7.3,2003
Resident Evil 2,N64,Virgin Interactive,Action,,,1999
Mega Man X2,SNES,Laguna,Platform,,,1993
Manhunt 2,PS2,Take-Two Interactive,Action,67,7.8,2007
Fullmetal Alchemist and the Broken Angel,PS2,Square Enix,Role-Playing,56,8.1,2003
Tony Hawk's Project 8,PSP,Activision,Sports,68,7.6,2006
Hamtaro: Ham-Hams Unite!,GB,Nintendo,Role-Playing,,,2001
Batman Begins,PS2,Electronic Arts,Action,64,7.3,2005
Dogz,DS,Ubisoft,Simulation,,7.8,2006
Yokai Sangokushi,3DS,Level 5,Action,,,2016
Tony Hawk's Proving Ground,X360,Activision,Sports,72,5.4,2007
Dr. Seuss' The Cat in the Hat,PS2,Vivendi Games,Misc,56,6.5,2003
Barbie Groovy Games,GBA,Universal Interactive,Misc,47,7,2002
Wolfenstein,X360,Activision,Shooter,72,7.5,2009
Yu-Gi-Oh! Reshef of Destruction,GBA,Konami Digital Entertainment,Strategy,,,2003
Blinx: The Time Sweeper,XB,Microsoft Game Studios,Platform,71,8,2002
ESPN NFL Football,PS2,Sega,Sports,91,8.5,2003
Fatal Fury Special,SNES,Takara,Fighting,,,1994
Major League Baseball 2K5,XB,Take-Two Interactive,Sports,81,8.2,2005
Tetris Party Deluxe,Wii,Nintendo,Puzzle,72,5.8,2010
DS Bimoji Training,DS,Nintendo,Misc,,,2008
Gravity Rush,PSV,Sony Computer Entertainment,Action,83,8.5,2012
Quantum Break,XOne,Microsoft Game Studios,Action,77,6.8,2016
Archer Maclean's Mercury,PSP,Ignition Entertainment,Puzzle,75,6.6,2005
TMNT,X360,Ubisoft,Action,58,6.3,2007
Middle-Earth: Shadow of Mordor,PS3,Warner Bros. Interactive Entertainment,Action,,3.4,2014
Soldier of Fortune: Gold Edition,PS2,Codemasters,Shooter,59,6.8,2001
FIFA 15,Wii,Electronic Arts,Sports,,4.3,2014
Final Fantasy IV: The Complete Collection,PSP,Square Enix,Role-Playing,77,7.5,2011
Frontlines: Fuel of War,X360,THQ,Shooter,75,7.8,2008
MX 2002 Featuring Ricky Carmichael,PS2,THQ,Racing,76,8.3,2001
NCAA Football 07,XB,Electronic Arts,Sports,88,6.9,2006
Lunar: Silver Star Story Complete,PS,Kadokawa Shoten,Role-Playing,78,9.1,1998
Harvest Moon: The Tale of Two Towns,DS,Natsume,Simulation,68,7.5,2010
No More Heroes,Wii,Rising Star Games,Action,83,8.4,2007
NBA Showtime: NBA on NBC,PS,Midway Games,Sports,,,1999
God of War: Origins Collection,PS3,Sony Computer Entertainment,Action,84,8.4,2011
Dora The Explorer: Dora Saves the Snow Princess,Wii,Take-Two Interactive,Platform,47,7,2008
Soul Reaver 2,PS2,Eidos Interactive,Action,80,8.5,2001
Metal Gear Solid 3: Subsistence,PS2,Konami Digital Entertainment,Action,94,9.3,2005
The Godfather (old US sales),XB,Electronic Arts,Action,,,2006
Enslaved: Odyssey to the West,PS3,Namco Bandai Games,Action,80,7.4,2010
Daytona USA,SAT,Sega,Racing,,,1994
WWF Raw,XB,THQ,Fighting,68,6.6,2002
Shin Super Robot Taisen,PS,Banpresto,Role-Playing,,,1996
Jump Super Stars,DS,Nintendo,Fighting,,,2005
Guitar Hero Live,XOne,Activision,Misc,81,5.1,2015
The Activision Decathlon,2600,Activision,Sports,,,1982
Simple 1500 Series Vol. 73: The Invaders ~Space Invaders 1500~,PS,D3Publisher,Shooter,,,2001
Fighting Force 2,PS,Eidos Interactive,Action,,,1999
Sakura Wars,SAT,Sega,Adventure,,,1996
Catz,DS,Ubisoft,Simulation,,5.3,2006
Extermination,PS2,Sony Computer Entertainment,Action,67,7.8,2001
Batman: Vengeance,PS2,Ubisoft,Adventure,68,6.7,2001
Ratchet & Clank: Quest for Booty,PS3,Sony Computer Entertainment,Platform,,,2008
Derby Stallion 04,PS2,Enterbrain,Sports,,,2004
Rapala Tournament Fishing!,Wii,Activision,Sports,,,2006
Hot Shots Golf: World Invitational,PSV,Sony Computer Entertainment,Sports,76,8.1,2011
Tony Hawk's Pro Skater 3,XB,Activision,Sports,93,8.4,2002
Mega Man Zero,GBA,Capcom,Platform,82,8.9,2002
Contender 2,PS,3DO,Fighting,,,2000
Resident Evil: Revelations 2,PS4,Capcom,Action,75,7.7,2015
Star Wars: Dark Forces,PS,LucasArts,Shooter,,,1996
LEGO Dimensions,PS3,Warner Bros. Interactive Entertainment,Action,,6.4,2015
NBA 2K8,PS3,Take-Two Interactive,Sports,81,6.8,2007
Rayman Origins,Wii,Ubisoft,Platform,92,8.3,2011
The Amazing Spider-Man 2 (2014),PS4,Activision,Action,,,2014
SD Gundam G Generation Zero,PS,Namco Bandai Games,Strategy,,,1999
Assassin's Creed: Unity,PC,Ubisoft,Action,70,3,2014
MX vs. ATV: Alive,X360,THQ,Racing,63,7.2,2011
Super Robot Taisen F,SAT,Banpresto,Strategy,,,1997
Shrek 2,XB,Activision,Platform,72,8.4,2004
Purr Pals,DS,THQ,Simulation,67,6.8,2007
Assassin's Creed II,PC,Ubisoft,Action,86,6.9,2010
Soccer Tsuku 2002: J-League Pro Soccer Club o Tsukurou!,PS2,Sega,Sports,,,2002
Secret Agent Clank(US sales),PSP,Sony Computer Entertainment,Platform,,,2008
SpongeBob SquarePants: SuperSponge,GBA,THQ,Action,,,2001
Super Robot Taisen F Kanketsuhen,SAT,Banpresto,Strategy,,,1998
Tak and the Power of Juju,GBA,THQ,Platform,79,9.2,2003
Madagascar: Escape 2 Africa,Wii,Activision,Action,,,2008
Lips: Number One Hits,X360,Microsoft Game Studios,Misc,70,7.6,2009
Mortal Kombat 3,PS,Sony Computer Entertainment,Fighting,,,1995
Star Wars Battlefront (2015),PC,Electronic Arts,Shooter,,,2015
Turok: Evolution,XB,Acclaim Entertainment,Shooter,68,6.7,2002
Grease,Wii,505 Games,Misc,,,2010
Jak X: Combat Racing,PS2,Sony Computer Entertainment,Racing,76,7.7,2005
Donkey Kong Jungle Climber,DS,Nintendo,Platform,,,2007
American Idol,PS2,Codemasters,Misc,41,4.8,2003
Top Gun: Fire at Will!,PS,Microprose,Misc,,,1996
Barbie Horse Adventures: Riding Camp,DS,Activision,Sports,,,2008
Red Dead Revolver,XB,Take-Two Interactive,Shooter,74,8.5,2004
CrossworDS,DS,Deep Silver,Puzzle,67,6.8,2008
Viva Pinata: Pocket Paradise,DS,THQ,Simulation,82,7.1,2008
Petz Catz Clan,DS,Ubisoft,Simulation,,,2008
ZhuZhu Pets 2: Featuring The Wild Bunch,DS,Activision,Simulation,,,2010
Sly Cooper: Thieves in Time,PS3,Sony Computer Entertainment Europe,Platform,75,8.3,2013
Iron Man,PS2,Sega,Action,47,5.6,2008
SingStar Summer Party,PS2,Sony Computer Entertainment,Misc,,,2008
Spec Ops: The Line,PS3,Take-Two Interactive,Shooter,77,8,2012
The SpongeBob SquarePants Movie,XB,THQ,Platform,74,8.5,2004
NHL 14,PS3,Electronic Arts,Sports,80,6,2013
F1 2013,PS3,Codemasters,Racing,77,6.3,2013
FIFA Soccer 07,XB,Electronic Arts,Sports,,,2006
Gekikuukan Pro Yakyuu: At the End of the Century 1999,PS2,SquareSoft,Sports,,,2000
Legends of WrestleMania,PS3,THQ,Fighting,70,6.5,2009
Are You Smarter than a 5th Grader? Make the Grade,Wii,THQ,Misc,,,2008
Tiger Woods PGA Tour 08,X360,Electronic Arts,Sports,80,7.8,2007
Medarot 2: Kabuto / Kuwagata Version,GB,Imagineer,Role-Playing,,,1999
Dance Dance Revolution Ultramix,XB,Konami Digital Entertainment,Simulation,82,8.8,2003
Crash Tag Team Racing,PS2,Vivendi Games,Racing,66,7,2005
Front Mission 4,PS2,Square Enix,Strategy,75,8.6,2003
The Fairly Odd Parents: Breakin' Da Rules,GBA,THQ,Platform,,,2003
Rayman Origins,PSV,Ubisoft,Platform,88,8.4,2012
Ninokuni: Shikkoku no Madoushi,DS,Level 5,Role-Playing,,,2010
F.E.A.R.,PS3,Vivendi Games,Shooter,72,7.4,2007
Enslaved: Odyssey to the West,X360,Namco Bandai Games,Action,82,7.8,2010
SRS: Street Racing Syndicate,PS2,Namco Bandai Games,Racing,,,2004
Dragon Ball Z: Shin Budokai,PSP,Atari,Fighting,70,8.1,2006
Tiger Woods PGA Tour 13,PS3,Electronic Arts,Sports,75,5.7,2012
Dynasty Warriors: Gundam 3,PS3,Tecmo Koei,Action,58,7.5,2010
Def Jam: Fight for NY,XB,Electronic Arts,Fighting,84,8.5,
Action Force,2600,CPG Products,Action,,,1982
FIFA 99,N64,Electronic Arts,Sports,,,1998
Gauntlet Legends,N64,Midway Games,Action,,,1999
Kidou Senshi Gundam: Extreme VS,PS3,Namco Bandai Games,Fighting,,,2011
System 3 presents Ferrari Challenge Trofeo Pirelli,Wii,System 3 Arcade Software,Racing,,,2008
Tony Hawk: Shred,Wii,Activision,Sports,,7,2010
Tiger Woods PGA Tour 11,Wii,Electronic Arts,Sports,84,8.3,2010
NBA Live 10,PS3,Electronic Arts,Sports,81,7.5,2009
Metro 2033,X360,THQ,Shooter,77,7.9,2010
Bust A Groove,PS,Sony Computer Entertainment,Misc,,,1998
Fire Emblem: Path of Radiance,GC,Nintendo,Action,85,8.9,2005
Dragon Quest Characters: Torneko no Daibouken 3: Fushigi no Dungeon,PS2,Enix Corporation,Role-Playing,,,2002
Hotel Dusk: Room 215,DS,Nintendo,Adventure,78,8.6,2007
Final Fantasy Explorers,3DS,Square Enix,Role-Playing,69,7,2014
Pachi-Slot Aruze Oukoku 2,PS,Aruze Corp,Misc,,,1999
Bratz: Rock Angelz,GBA,THQ,Misc,,,2004
SSX Tricky,GC,Electronic Arts,Sports,87,8.6,2001
Greg Hastings' Tournament Paintball,XB,Activision,Shooter,74,9.2,2004
World Soccer Winning Eleven 7 International (JP version),PS2,Konami Digital Entertainment,Sports,,,2004
ESPN NBA Basketball,PS2,Sega,Sports,89,8.4,2003
Dragon Ball Z: Ultimate Tenkaichi,X360,Namco Bandai Games,Fighting,55,5.8,2011
Sacred 2: Fallen Angel,X360,Deep Silver,Role-Playing,71,7.3,2009
Two Worlds II,X360,Unknown,Role-Playing,67,6.6,2011
Over the Hedge,PS2,Activision,Platform,58,8.6,2006
Mat Hoffman's Pro BMX,PS,Activision,Sports,80,8.6,2001
Phineas and Ferb: Across the 2nd Dimension,DS,Disney Interactive Studios,Action,47,,2011
50 Classic Games,DS,Destineer,Misc,,,2009
Let's Draw!,DS,Ubisoft,Misc,,,2008
NHL 14,X360,Electronic Arts,Sports,81,5.9,2013
Popeye,2600,Parker Bros.,Platform,,,1982
Petz Nursery,DS,Ubisoft,Simulation,,,2009
The Hobbit,PS2,Vivendi Games,Platform,59,8.6,2003
War of the Monsters,PS2,Sony Computer Entertainment,Fighting,80,8.9,2003
Harry Potter and the Deathly Hallows - Part 1,Wii,Electronic Arts,Action,41,5,2010
NBA Street Vol. 2,GC,Electronic Arts,Sports,88,8.1,
The Incredible Hulk: Ultimate Destruction,PS2,Vivendi Games,Action,83,8.7,2005
Time Crisis: Razing Storm,PS3,Namco Bandai Games,Shooter,58,5.9,2010
Summer Sports: Paradise Island,Wii,Ubisoft,Sports,46,4.6,2008
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare",SAT,Sega,Adventure,,,1998
Time Crisis II,PS2,Namco Bandai Games,Shooter,81,7.9,2001
Inazuma Eleven GO,3DS,Nintendo,Role-Playing,,,2011
Clock Tower,PS,ASCII Entertainment,Adventure,,,1996
NCAA March Madness 06,PS2,Electronic Arts,Sports,78,9.1,2005
LEGO Dimensions,WiiU,Warner Bros. Interactive Entertainment,Action,62,6.5,2015
Valkyria Chronicles II,PSP,Sega,Role-Playing,83,8.1,2010
Jampack Volume 11,PS2,Sony Computer Entertainment,Misc,,,2004
Monster High: Ghoul Spirit,Wii,THQ,Misc,,,2011
Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,Capcom,Fighting,85,8.8,2010
Rune Factory: A Fantasy Harvest Moon,DS,Rising Star Games,Role-Playing,78,8.1,2006
Legacy of Kain: Defiance,PS2,Eidos Interactive,Action,75,9.3,2003
SpongeBob SquarePants: Game Boy Advance Video Volume 2,GBA,,Misc,,,2004
NCAA March Madness 2005,PS2,Electronic Arts,Sports,78,8.3,2004
007 Racing,PS,Electronic Arts,Racing,51,4.6,2000
Tactics Ogre: Let Us Cling Together,PSP,Square Enix,Role-Playing,87,8.8,2010
Conflict: Vietnam,PS2,SCi,Shooter,58,8.1,2004
Dragon's Crown,PS3,Nippon Ichi Software,Role-Playing,82,8.3,2013
2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,XB,Sega,Misc,,,2004
MLB SlugFest 20-04,PS2,Midway Games,Sports,78,8.3,2003
Gex 3: Deep Cover Gecko,PS,Eidos Interactive,Platform,,,1999
NASCAR 09,PS2,Electronic Arts,Racing,,7.9,2008
Blitz: The League,XB,Midway Games,Sports,78,7.7,2004
Manhunt 2,Wii,Take-Two Interactive,Action,62,7.1,2007
Just Dance 2015,XOne,Ubisoft,Misc,70,7.5,2014
Jampack Vol. 2,PS,Sony Computer Entertainment,Misc,,,1996
The LEGO Movie Videogame,XOne,Warner Bros. Interactive Entertainment,Action,69,6.9,2014
Virtual Soccer,SNES,Hudson Soft,Sports,,,1993
Overwatch,PC,Activision,Shooter,91,6.8,2016
Romance of the Three Kingdoms IV: Wall of Fire,SNES,Tecmo Koei,Strategy,,,1994
Monster Jam: Path of Destruction,Wii,Activision,Racing,,,2010
Winning Post,SNES,Tecmo Koei,Sports,,,1993
Peter Jackson's King Kong: The Official Game of the Movie,XB,Ubisoft,Action,82,8.5,2005
Burnout Revenge,XB,Electronic Arts,Racing,89,8.4,2005
Medal of Honor: European Assault,XB,Electronic Arts,Shooter,72,7,2005
Ty the Tasmanian Tiger 2: Bush Rescue,PS2,Electronic Arts,Platform,71,8.2,2004
The Lord of the Rings: The Fellowship of the Ring,XB,Universal Interactive,Action,59,6.6,2002
NBA 06,PS2,Sony Computer Entertainment,Sports,63,6.3,2005
Inazuma Eleven,DS,Nintendo,Role-Playing,,,2008
Excite Truck,Wii,Nintendo,Racing,72,8.4,2006
Phoenix Wright: Ace Attorney - Justice for All,DS,Capcom,Adventure,,,2006
Spider-Man,N64,Activision,Action,,,2000
Magician's Quest: Mysterious Times,DS,Konami Digital Entertainment,Role-Playing,69,7.6,2008
Hello Kitty: Big City Dreams,DS,Empire Interactive,Puzzle,,,2008
X-Men Legends,GC,Activision,Role-Playing,81,8.5,2004
Mario & Sonic at the Rio 2016 Olympic Games,3DS,Nintendo,Action,,,2016
G-Force,DS,Disney Interactive Studios,Action,,9,2009
Front Mission 2,PS,SquareSoft,Strategy,,,1997
StarCraft II: Legacy of the Void,PC,Activision,Strategy,88,8.3,2015
Jewel Master Egypt,DS,Rondomedia,Puzzle,56,,2009
ModNation Racers,PSP,Sony Computer Entertainment,Racing,73,7.7,2010
LEGO Dimensions,X360,Warner Bros. Interactive Entertainment,Action,,6.1,2015
WWE SmackDown vs. Raw 2010,DS,THQ,Fighting,75,8.3,2009
Are You Smarter Than A 5th Grader?,DS,Mindscape,Misc,,,2007
Oni,PS2,Take-Two Interactive,Action,69,7.8,2001
Tom Clancy's Ghost Recon Advanced Warfighter 2,PSP,Ubisoft,Shooter,61,6.4,2007
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,Wii,THQ,Action,47,5.4,2008
Terminator Salvation,PS3,Warner Bros. Interactive Entertainment,Shooter,43,3.9,2009
How to Train Your Dragon,DS,Activision,Action,60,,2010
The Lord of the Rings: The Two Towers,GC,Electronic Arts,Action,82,8.7,2002
Batman: Arkham City,PC,Warner Bros. Interactive Entertainment,Action,91,8.6,2011
Juiced,PS2,THQ,Racing,68,7.7,2005
The Warriors,PS2,Take-Two Interactive,Action,84,8.5,2005
J-League Soccer: Prime Goal 2,SNES,Namco Bandai Games,Sports,,,1994
Star Fox Command,DS,Nintendo,Shooter,76,7.3,2006
Dragon Age: Inquisition,X360,Electronic Arts,Role-Playing,,5.1,2014
Wayne Gretzky's 3D Hockey,N64,Nintendo,Sports,,,1996
NASCAR 2000,N64,Electronic Arts,Racing,,,1999
Pachi-Slot Aruze Oukoku 4,PS,Aruze Corp,Misc,,,2000
Bulletstorm,PS3,Electronic Arts,Shooter,83,7.7,2011
Return to Castle Wolfenstein: Operation Resurrection,PS2,Activision,Shooter,66,8,2003
Mario Tennis: Power Tour,GBA,Nintendo,Sports,81,8,2005
Seaman,DC,Sega,Simulation,82,8.4,1999
The Grinch,PS,Konami Digital Entertainment,Adventure,55,,1999
Tales of Symphonia,PS3,Namco Bandai Games,Role-Playing,,7.2,2013
Michael Jackson: The Experience,PS3,Ubisoft,Misc,66,8.4,2011
Tales of Destiny,PS2,Namco Bandai Games,Role-Playing,,,2006
Stuntman: Ignition,PS3,THQ,Racing,76,6.2,2007
Littlest Pet Shop 3: Biggest Stars - Blue / Pink / Purple Team,DS,Electronic Arts,Simulation,,,2010
F.E.A.R. 2: Project Origin,X360,Warner Bros. Interactive Entertainment,Shooter,77,8,2009
Mystery Dungeon: Shiren the Wanderer,DS,Sega,Role-Playing,69,8.2,2006
GT Pro Series,Wii,Ubisoft,Racing,41,4,2006
Tiger Woods PGA Tour 11,X360,Electronic Arts,Sports,79,7.8,2010
The Golden Compass,PS2,Sega,Action,46,5.2,2007
Final Fantasy Chronicles,PS,Square,Role-Playing,89,9.1,2001
F1 2009,PSP,Codemasters,Racing,68,7.2,2009
Syphon Filter 3,PS,Sony Computer Entertainment,Shooter,73,8.5,2001
Metal Gear Solid 2: Substance,PS2,Konami Digital Entertainment,Action,87,9,2002
Tales of Symphonia: Dawn of the New World,Wii,Namco Bandai Games,Role-Playing,68,7.1,2008
